張斯綱,01 北投區、士林區,中國國民黨,,男,,,"政治大學東亞所 碩士
洪秀錦,11 大寮區、林園區,無黨籍,,女,,,,,"1.給機車族一條安全回家的路
2.大寮運動公園整體開發
3.捷運大寮前庄站旁空地設跳蚤市場
4.開發大坪頂特定區
5.開發大寮眷村
6.農地抽水機不收費用
7.保障外配、婦女、幼童、勞工、軍公教權益
8.開闢公園道路
9.爭取高產值產業進駐大寮、林園
(取自候選人粉絲專頁)",,,,,,,,,,,,,,,,,,,
洪成發,03 烈嶼鄉,中國國民黨,66 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
洪玉鳳,08 北區、中西區,中國國民黨,69 歲,女,臺南市,,"永福國小
大成國中（ 台南市中）
新化高中
文化大學新聞學系
長榮大學經營管理研究所畢","1. 臺南市(直轄市）第1屆議員
2. 臺南市(省轄市）第13－16屆議員
3. 春暉國際獅子會2013－2015會長
4. 臺南市田徑委員會主任委員
5. 中華婦女聯合會臺南市中西區支會主委
6. 臺南市山岳協會常務理事
ac688b58-caad-4984-bf09-f1e212062a14","1.堅持：監督市政，不鬆手、不打折。
2.揭弊：審慎求證，不畏強權、不妥協。
3.力爭：全力推動住民權益，不中斷。
(源自/臺南市議會議員資訊網)","1.文化：催生中西區藝文中心。
2.教育：成立儒家學園。
3.經濟：力推舊城區心臟－中正路亮起來。
4.社福：力推「在地好生活」，共營中西區友善城區。
5.都計： 守護公平原則，堅持都市更新與歷史街區劃定須有完善配套計劃，不可犧牲舊城區住民權益。
(源自/臺南市議會議員資訊網)",,,,,,,,,,,,,,,,,,
洪正,06 鼓山區、鹽埕區、旗津區,基進黨,27 歲,男,高雄市,,"國立成功大學土木工程學系
國立高雄海洋科技大學 輪機工程學系","2014 基進側翼 競選辦公室 主任秘書
台灣獨立建國聯盟 盟員
基進黨高雄黨部","1.集結政府、民間、學界組成「老屋活化顧問協會」，進駐老屋提供產權人諮詢與資源，創造更多獲利空間。
2.要求評估第二過港隧道，結合輕軌旗津延伸，加密接駁路網，管制外來私有載具湧入，優先補助島上居民交通電動化與轉乘大眾運輸，推動生態交通觀光。
3.「能源之都」：將相關研究與後勤能量集中高雄；提升海底能源探勘之學術與商業投資；以中油為主導，引入合作外資進行戰略佈局。

（資料來源／洪正 Âng Chèng臉書粉絲專頁：https://www.facebook.com/pg/HungCheng.TK/posts/?ref=page_internal）",,,,,,,,,,,,,,,,,,,
洪本成,05 溪湖鎮、埔鹽鄉、埔心鄉,中國國民黨,54 歲,男,彰化縣,,高中肆業,"溪湖鎮民代表
溪湖鎮民代表會副主席
溪湖鎮民代表會主席
溪湖鎮黨部委員
溪湖鎮湖東里蘇天宮主委",,,,,,,,,,,,,,,,,,,,
洪平朗,07 三民區,民主進步黨,63 歲,男,澎湖縣,,"大榮高工
高雄市立空中大學大眾傳播學系","第3屆國民大會代表
高雄市極限運動委員會主任委員
高雄市澎湖同鄉會顧問
鼎金保安宮顧問
高雄市文武聖殿顧問
高雄市成功聯合敬老協會名譽理事長
高雄市議員第7屆議員、第1屆議員
高雄市議會友誼聯盟會長","解決停車問題、公托育嬰和老人長照、愛河觀光、提高警消待遇、水資源管理、改善空污、污水處理費

1.爭取三民公園興建地下停車場
2.解決高雄火車站及後驛一帶停車問題
3.停車收費比照台北市，週六日不收費，平日收費最多到晚上8點
4.果菜市場儘速更新改建，方便攤商做生意。

（資料來源／洪平朗臉書粉絲專頁：https://www.facebook.com/pg/hplkc3961727/posts/?ref=page_internal）",,,,,,,,,,,,,,,,,,,
洪巧娟,02 草屯鎮、中寮鄉,民主進步黨,27 歲,女,南投縣,,,,,,,,,,,,,,,,,,,,,,,
洪允典,01 金城鎮、金寧鄉、烏坵鄉,中國國民黨,,男,,,,,,,,,,,,,,,,,,,,,,,,
洪士閔,01 花蓮市,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
洪士奇,03 松山區、信義區,親民黨,56 歲,男,高雄市,1962-07-29,,,"一、生病都有床，讓求醫者安心住院。
二、老人有安養，讓年輕人全心打拼。
三、弱勢子弟安親輔導，提供完整教養環境。
四、隨著象山線、松山線東西向捷運路線通車，通盤檢討松信區公車路線，妥善規畫自行車轉換點，並有效整合汽機車停放資源。
五、針對「救災、防疫、食安」，催生志工學校、強化志工民力。
六、共創就醫、就學、就業的友善新故鄉。

（資料來源／中選會選舉公報：https://lihi.cc/hTmT8）",,,,,,,,,,,,,,,,,,,
洪于仗,08 二林鎮、大城鄉、芳苑鄉、竹塘鄉,無黨籍,45 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
段樹文,03 八德區,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
段緯宇,13 大里區、霧峰區,親民黨,63 歲,男,,,逢甲大學博士班候選人,"現任大台中市第2屆市議員
現任僑光科技大學講師
大台中市第1屆市議員
台中縣第15、16屆縣議員
國立霧峰農工講師
經濟部中華工程公司工程師",,,,,,,,,,,,,,,,,,,,
段孝芳,01 東區東門里等35里,中國國民黨,,女,,,,新竹市議員,,,,,,,,,,,,,,,,,,,,
柳淑芳,04 楠梓區、左營區,無黨籍,,女,,,"左營國小
左營國中
省岡農工","海軍福利會雇員
中油高雄煉油廠勞工
現任圖書管理員
西青埔抗爭領隊
翠屏里長參選人
翠屏里社區發展協會發起人代表
台灣石油工會代表
中油公司高雄區員工消費合作社理事
反失業高雄煉油廠埋鍋造飯社發起人
高市倒馬遊行召集人
中山大學語言中心公務人員英文班結業","一、愛台獨，反中毒、守護台灣。
二、台灣中油總公司設在高雄，稅留高雄。
三、不跑紅白帖；不收服務費；專心市政。
四、爭取急難救助金專款專用。
五、爭取興建綠能住宅、低價承租弱勢。
六、爭取興建公有民營優質平價老人安養附設醫療院所、四
班三輪限用本勞、增加就業、保障照護品質。
七、爭取提供低租金市民二手環保市集。
八、加強宣導兒童、青少年早睡早起、遠離暴力、毒品。
九、爭取設立兒童補助課後才藝英語教室、弱勢免費。
十、爭取定期半年學童到國中檢查視力、牙齒。監督自來水質。
十一、爭取新社區道路有行道樹、行人道、腳踏車專用道。
十二、宣導善待流浪動物多領養結紮。相助志工，兼善天下。
十三、宣導不放煙火、少放鞭炮，省錢防癌。
十四、宣導防癌、環保、防詐騙、守望相助、召募志工、設法律諮詢服務。
十五、宣導力不為己，是謂大同。志工福報、向上力量、兼善天下。
十六、反賄選。
十七、加強檢驗食品安全衛生、餐具清潔。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/06%E9%AB%98%E9%9B%84%E5%B8%82/%E9%AB%98%E9%9B%84%E5%B8%82%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）",,,,,,,,,,,,,,,,,,,
柯靜志,17 梧棲區、沙鹿區、龍井區、大肚區、烏日區、西屯區、南屯區、北屯區、北區、中區、西區、東區、南區、太平區、大里區、霧峰區之山地原住民,無黨籍,41 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
柯路加 Istanda Ciban,13 那瑪夏區、甲仙區、杉林區、內門區、旗山區、茄萣區、湖內區、路竹區、永安區、彌陀區、梓官區、楠梓區、左營區、三民區之山地原住民,中國國民黨,,男,,,國立屏東師範學院畢業,"教師
民權長老教會長老
市議員",,,,,,,,,,,,,,,,,,,,
柯振杯,03 和美鎮、伸港鄉、線西鄉,中國國民黨,58 歲,男,,,,,,,,,,,,,,,,,,,,,,,,
柯貞竹,10 中區、西區,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
柔夏•布待,12 尖石鄉及竹北市、湖口鄉、新豐鄉、關西鎮、新埔鎮、橫山鄉之山地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
施嘉榮,02 林口區、五股區、泰山區、新莊區,無黨籍,,男,,2018-09-17,"輔仁大學
光啟高級中學","新北市福營義消第二大隊分隊長
新北市福營義消第二大隊幹事
新北市福營義消第二大隊小隊長",,,,,,,,,,,,,,,,,,,,
施嘉華,03 和美鎮、伸港鄉、線西鄉,中國國民黨,,男,,,"大葉大學博士班 博士候選人
虎尾科技大學
正德高中
崇先中學
和美國小","中國國民黨二十全黨代表
彰化縣青工總會 副總會長
線西鄉青工會 會長
霖揚建設有限公司 董事長
全興鋼鐵企業有限公司 副總經理
財團法人彰化縣私立仁愛福利慈善事業基金會 董事
彰化縣海上救難協會 顧問
和美分局警友辦事處 顧問
慈音慈善會線西分會 財務長
全興國際同濟會 財務長
中華青年新創產業交流協會 顧問",,,,,,,,,,,,,,,,,,,,
施凱元,09 鳳山區,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
施偉政,04 中山區,民主進步黨,37 歲,男,,,國立臺灣海洋大學,基隆市議員施世明辦公室主任,"一、嚴格審查市府預算與督促中山區建設。
二、爭取自來水管全面替換。
三、解決停車位不足問題
四、爭取外木山自行車環海路線。
五、爭取中山區路面品質全面提升。
六、爭取2019中山區快捷公車通車。
七、爭取都市更新，為中山區打造國際化商業廊帶。
八、爭取西海岸文化觀光帶，串聯高遠新村、築港紀念碑、球仔山燈塔、防空洞、仙洞巖、佛手洞、白米甕砲台、外木山海景，增加基隆觀光競爭力。

（整理自張秉鈞臉書粉絲專頁）",,,,,,,,,,,,,,,,,,,
施金樹,01 花蓮市,民主進步黨,60 歲,男,,,"台灣觀光經營管理學院企管系畢
凱達格蘭學校結業","花蓮縣第14、15、16、17屆縣議員
救國團花蓮縣團委會指導委員
臺灣之友花蓮縣會長
財團法人正義宮基金會董事長
民進黨花蓮縣黨部第1、2任主委
元帥東征黃信介競選總部總幹事
長昌競選總統總部花蓮縣總幹事
花蓮中正國際獅子會第屆會長、分區主席
蔡英文競選總統花蓮縣總部副主委",,,,,,,,,,,,,,,,,,,,
施志昌,01 大甲區、大安區、外埔區,民主進步黨,34 歲,男,臺中市,,"國立中興大學 國際政治研究所碩士
東海大學 行政管理暨政策學系
國立文華高級中學","立法院副院長蔡其昌  國會特助
台中市道卡斯青年工作會  創會理事長
台中市經濟發展研究協會  理事長
台中市食材安全促進協會  副榮譽理事長
財團法人春雨文教基金會  執行長
台中市海灣故事文化創意協會  常務監事
民進黨台中市黨部  第3、4屆執行委員
甲安埔社區大學  講師
東海大學學生會  會長",,,,,,,,,,,,,,,,,,,,
施乃如,02 東區南門里等17里,民主進步黨,41 歲,女,新竹市,,"國立臺北教育大學碩士班
實踐大學服裝設計學系畢業",參與第9屆新竹市議員選舉,,,,,,,,,,,,,,,,,,,,
姜駿傑,01 臺東市、蘭嶼鄉,中國國民黨,,男,臺東縣,,,商,,,,,,,,,,,,,,,,,,,,
姜賢晟,08 北屯區,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
姜梅紅,04 朴子市、六腳鄉、東石鄉,無黨籍,67 歲,女,臺南市,,"1.私立興國中學畢業
2.私立嘉南高商畢業","1嘉義縣議會第12、13、14屆議員。
2國立嘉義高商90學年度家長會會長。
3立法委員何金松海區服務處主任。
4嘉義縣新希望關懷協會理事。
5嘉義縣網寮漁牧運銷合作社理事主席。",,,,,,,,,,,,,,,,,,,,
哈尼．噶照 Hani Kacaw,07 瑞穗鄉、玉里鎮、富里鄉、卓溪鄉之平地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
凃慧玲,04 中山區,親民黨,51 歲,女,基隆市,,崇佑科技影藝大學,"親民黨基隆市中山區聯絡處主任
Wish希望音樂多媒體音樂教室執行長
基隆市余徐涂宗親會理事
基隆天使兒童村顧問
基隆市音樂業職業工會顧問
基隆市旅遊聯盟促進會顧問
基隆市自閉症鍵盤樂團顧問
106年元旦升旗典禮國歌領唱人",,,,,,,,,,,,,,,,,,,,
凃淑媚,02 鹿港鎮、福興鄉、秀水鄉,中國國民黨,54 歲,女,彰化縣,,僑光商專二專夜間部企管系,"彰化縣議會第14、15、16、17、18屆議員
彰化縣婦女會理事長",,,,,,,,,,,,,,,,,,,,
凃俊任,04 員林市、大村鄉、永靖鄉,中國國民黨,,男,,,大葉大學企管所碩士,"統誠醫療體系執行長
20屆黨代表
員林鎮民代表",,,,,,,,,,,,,,,,,,,,
凃文以,06 中埔鄉、竹崎鄉、番路鄉、大埔鄉、阿里山鄉,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
俞慧君,01 花蓮市,中國國民黨,,女,,,,國興里里長,,,,,,,,,,,,,,,,,,,,
俞叁發,05 安樂區,中國國民黨,53 歲,男,基隆市,1965-03-04,"基隆市聖心高職畢業
澳門國際公開大學企業管理碩士肄業
中華科技大學國際商務與行銷系（就學中）","基隆市第十六屆市議員
基隆市第 16-17 屆里長
國際獅子會專區主席
基隆市跆拳委員會主任委員
基隆市安樂青工會長
雞籠山青商會會長
基隆市快樂厝邊服務協會理事長
基隆市中山義消二分隊顧問
大武崙工業區協進會理事、監事
安樂國中、小長會長","1. 專職監督市政，為基隆創造更多新機，為市府財政與建設監督執行
2. 設立為民服務處，提供市民便利服務，專職執行議員職責
3. 庚續推展外木山沿線、情人湖景區串聯成為優質觀光風景區
4. 為通勤族請命，推動車站共構運輸建設，未有成果之前反對拆除國光總站
5. 爭取擴大建設立體停車塔，解決市民停車之苦
6. 監督市長承諾競選政見之實現
7. 庚續推動市民福利政策，與督促市府整合舉辦大型活動行銷基隆
8. 推動海洋城市，妥善規劃國際觀光港與旅遊觀光",,,,,,,,,,,,,,,,,,,
俄鄧．殷艾 Eteng．Ingay,12 平地原住民,民主進步黨,53 歲,男,高雄市,,高雄市立空中大學法政學系法律組,"現任高雄市議員
高雄市議會社政、民政委員會召集人
第六屆高雄市議員
美港長老教會牧師
高雄市原民會主任委員
台北市原民會委員
行政院原住民族委員會委員
教育部原住民教育政策委員會委員",,,,,,,,,,,,,,,,,,,,
侯漢廷,01 北投區、士林區,新黨,29 歲,男,臺北市,1988-10-31,"國立政治大學政治學系
國立臺灣大學政治學系政治學碩士","新黨新思維中心主任
新黨青年委員會秘書長
主持《遠山看海峽》節目","環保優先，美麗家園

1.推廣「北投再生計畫」，整治北投溪、結合北投博物館、七星公園修繕，將北投溫泉打造成國際觀光景點。

2.監督關渡水岸、關渡自然保留區解編工程，兼顧完整生態發展及防洪需求，營造優質觀光。

3.監督市府整治整治雙溪、磺溪、貴子坑等水質優化，嚴查淡水河、基隆河流域之廢棄傾倒，敦促市府落實河川清淤，建置河岸優質健體設施。

4.督促電動公車，強化自然生態保育，提升環境永續發展，加強空氣、水、噪音汙染管制，提升綠化，創造美麗家園。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）","智慧城市，SMART台北

1.力爭士林北投山區及全市WI-FI覆蓋率100%，讓WI-FI像呼吸一樣自在。

2.爭取市府加速建置路燈智慧感應系統，省下每年所耗費外包廠商人工調查費一千萬元，大數據調節路燈、結合及時反饋系統調節人民行車路線，減少塞車問題，打造反應更快速的市民公共服務。

3.推動台北無現金，以手機為載體，督促市府整合移動支付產業，開啟以電商、新零售、新製造、無人超市、區塊鏈追蹤為主的智慧台北。

4.協助青年創業，媒合重要業界人士輔助，提供創業資源與訓練課程，優化各項低利或免息貸款、獎勵補助。

5.監督市府全面優化台北市府各項網站及APP，檢討UI及UX，讓資訊更加公開透明，便於民眾搜尋使用。

6.加速推動士北科技園區完工落成，打造生技、資通訊產業科技城。要求市府結合大陸及國際企業，進駐投資台灣AI、區塊鏈、無人機、VR/AR等發展。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）","幼有所養，托育幼教

1.要求市府盤點國中小閒置校舍空間，提供減免水電等誘因，讓全市市立國小「校校有公托及非營利幼兒園」。完成「0-12歲托育一條龍」目標。

2.力求未來都更社區，應就地規劃公共托育空間，並擴大忠順社區公共托育模式，結合托育與養老中心，節省負擔、達成老幼共融。

3.爭取提高補助開辦費及設備費，鼓勵企業附設員工子女托育家園。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）","老有所終，長照醫療

1.督促市府落實長照打造社區型照護家園，將低度利用的老人活動中心，改建成複合型銀髮族日間照護中心。

2.利用閒置校舍，擴大長者共餐、增設日照安養中心，整合中央、地方、民間資源提供一條龍服務，減輕照顧家屬壓力。

3.落實居家醫療，優化申請條件及程序，整合大型醫院與在地診所，醫護人員到府看診，減少長照負擔。

4.力求放寬敬老卡使用範圍，一半額度可以使用在就醫及購買生活必需品，讓所有的長者都能享受到敬老卡的福利措施。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）","住者其屋，友善都市

1.監督市府落實五萬戶社會住宅，增加士林區、北投區公宅，放寬申請條件，增加在地人優先申請，降低租金，解決青年住宅問題。恢復屯房稅率為3.6%，降低房價，讓青年更容易買得起房。

2.台北40萬戶老舊住宅，要求市府盡速推動台北的老屋再生，防災減災、都市更新、老屋重建、耐震補強，容積獎勵協助市民舊屋換新屋。

3.監督市府擴展「社子島開發計畫」，保存文資與聚落、落實區段徵收前舉行的聽證會，充分聽取民意，落實戶戶安置。

4.爭取加強裝置智慧監控器，強化犯罪偵防。加強全市天然氣及水管管線汰換、定期安全體檢。強化都市救災系統與應變能力，災害應變中心資訊系統優化，強化防災作業。

5.加速推動士林北投觀光景點增加大客車停車位、一般地區增設停車位。優化巷弄騎樓高低落差，推動無障礙空間，方便行動不便者、帶小孩者。檢討交通安全漏洞，改善人行道土壤異常下陷、適當增設交通設施、標線號誌。力求增加UBIKE涵蓋率、打造全市智慧型公車候車亭，免去日曬雨淋。

6.愛護毛小孩，要求市府以「以認養代替購買，以絕育代替撲殺」，提升動物友善空間、持續推動ＴＮＶＲ、改善收容所環境，完成零安樂死的配套方案，打造台北成為寵物友善城市。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）","深耕文教，文化工廠

1.透過玩具遊戲等，讓小朋友從小接觸「機器人教育」，108學年科技領域將納入教育課綱，監督台北市府培養相關師資及教材落實到位。

2.敦促市府落實讓國中小班班有冷氣，台北市教育局在扣除必要經費，無論是採購買、租賃模式或購買服務等方案經費都是北市府足以負擔。

3.爭取在士林成立動漫博物館，獎勵拔擢台灣本土動漫作家，更網羅亞洲地區動漫，結合現有台北科學藝術園區，創造四館一園智慧園區。

4.要求在日本交流協會對面設置慰安婦銅像，不忘日本殖民台灣的悲痛歷史，紀念苦難中的慰安婦阿嬤。

5.監督台北流行音樂中心南、北順利完工，打造華語流行音樂中心的主要展演場所。監督在地文化資產維護。

（資料來源／侯漢廷臉書粉絲專頁：https://www.facebook.com/931837986851749/posts/1796537060381833/）",,,,,,,,,,,,,,
侯清河,06 中埔鄉、竹崎鄉、番路鄉、大埔鄉、阿里山鄉,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
阿給拉.拉哈拜,06 平地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
阿發瓦特．阿汶薄薄 Awhat ．Awenpokpok,09 平地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
金瑞龍,05 中和區,中國國民黨,49 歲,男,新竹市,1969-07-15,02 2223 5247,,"

鼓勵市民生育，讓媽咪產後得到更好的照顧及營養。
","
          減輕年輕爸媽育兒負擔，讓父母安心生輕鬆養。
      ","
          補助營養午餐，提升菜色品質，學童吃得健康開心，家長放心。教室全面加裝冷氣，提高學習效率。
      ","
          讓長輩在地養老，安全有效率的照顧方式。
      ","
          照顧者一肩扛起照顧親人的重擔，擴大提高補助減輕照顧者的經濟壓力與心理負擔。
      ","
          中和老舊房子多，增加容獎加速都更。
回饋空間做為公共托育、托老及社會住宅。
      ","
          親子館豐富孩子的成長與學習，親子間建立良好的互動。
公園綠地給市民更優質的生活環境。
      ","
          毛小孩免費搭乘，不用再被關在籠子裡，飼主與狗狗快樂出遊。
      ","
          創新中和工業城，吸引創新產業投資，創造就業機會。友善青創產業，建立良好的青年就業環境。加速推動灰磘產業園區開發，促進地方經濟繁榮與發展。
      ","
          利用大數據找出犯罪熱點，增設數位監視加強巡邏。科技整合智慧辦案，加強城市犯罪的打擊與預防。強化校園周圍安全，加強婦幼安全網。
      ","
          推動莒光路「公路人員訓練所中山路教練場」遷移，土地活化轉型興建青宅，讓年輕人買房圓夢。青年住宅、社會住宅政策，應滿足量的需求及質的提升，實現居住正義，打造宜居城市。
      ","
          深澳其實離我們不遠，火力發電=用肺換電。拒絕用肺換電，拒絕燃煤汙染，給孩子一個乾淨與永續的未來。
      ",,,,,,,,
金中玉,08 新店區、深坑區、石碇區、坪林區、烏來區,無黨籍,62 歲,男,新北市,1956-03-14,"女師附小
大同國中
明志工專","新北市第1屆議員
台北縣第14、15、16屆議員
新店市市民代表
新店市76年模範青年
海軍官校教官
榮民服務處第21服務區總聯絡人
國防管理學院","一 全力支持朱立倫當選總統；以促其設法廢除現行１２年國教入學亂象造成社會動盪與不安等。並督促其恢復發放退休軍公教人員年終慰問金，以及阻止銓敘部推動公務
 人員退休新制，避免發生大幅刪減退休金給付問題。
二 爭取安坑捷運線延伸至五城。
三 爭取捷運木柵線延伸至深坑。
四 爭取安坑４０米大道全線打通。
五 爭取興建新店運動中心。
六 爭取遷移新店寶高第一公墓及新和第六公墓遠離市區。
七 爭取偏遠地區免費接駁公車全面行駛。
八 推對大台北水源特定保護區（烏來、石碇、坪林、新店、深坑、平溪等六區），發展各具特色觀光休閒旅遊產業，吸引遊客流量，提升經濟產值。
九 全力爭取新店中央新村北側增設新優質國中，避免學童跨區就讀臺北市。
十 主張運用增加社會福利來接替改善經濟不景氣。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/02%E6%96%B0%E5%8C%97%E5%B8%82/%E6%96%B0%E5%8C%97%E5%B8%82%E7%AC%AC8%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）",,,,,,,,,,,,,,,,,,,
邱德順,01 桃園區,無黨籍,,男,,,,,"1.超脫藍綠黨派，堅持無色覺醒。
2.嚴格監督預算，杜絕浮報浪費，看緊市民荷包。
3.監督捷運綠線施工，確保工程品質及進度，減低對道路交通衝擊，維護大眾通行便利與安全。
4.爭取一校一公托，落實幼兒啟蒙教育。
5.全面改造老城區，都市更新、繁榮老舊商圈。
6.全面推廣安心托老托幼，日照12.0政策。
7.爭取青年遊憩場所，發展青年創業基地。
8.爭取敬老愛心卡擴大使用範圍至交通、健康、醫療支出。",,,,,,,,,,,,,,,,,,,
邱銀海,06 中埔鄉、竹崎鄉、番路鄉、大埔鄉、阿里山鄉,中國國民黨,,男,,,,中埔鄉民代表,,,,,,,,,,,,,,,,,,,,
邱嘉進,10 蘇澳鎮、南澳鄉,民主進步黨,41 歲,男,,,文化大學政治系,"凱達格蘭學校第一期民間領袖與地方發展班結業
佛光大學公共事務學系研究所肄業
國民大會民進黨黨團助理
立法委員陳金德蘇澳服務處主任、國會助理
第17、18屆蘇澳鎮民代表
民進黨宜蘭縣黨部執行長
蘇澳扶輪社理事
宜蘭肉品市場總經理
宜蘭縣近海圍網漁業協會總幹事
宜蘭縣青少年棒球發展協會理事長
宜蘭縣議會第十八屆議員",,,,,,,,,,,,,,,,,,,,
邱靖雅,01 竹北市,民國黨,45 歲,女,新北市,,國立清華大學語言研究所碩士,"新竹縣竹北市民代表會第七屆代表
新竹縣幸福城市推動協會理事長
新竹縣竹北市邱姓宗親會顧問
新竹縣竹北市光明義消救護分隊顧問
竹科上市公司財務長特別助理
國中國文老師
桃園縣政府計畫室專案負責人
桃園縣政府副縣長秘書
新竹縣竹北市十興國小交通志工",,,,,,,,,,,,,,,,,,,,
邱婷蔚,03 蘆洲區、三重區,民主進步黨,37 歲,女,新北市,1980-10-11,"中國文化大學法律學系
北市立明倫高中
明志國中
二重國小
重愛幼稚園","臺灣大學政治研究所碩士班
幼稚園園長
蔡英文競選總統高志鵬競選立委聯合總部文宣部主任
２０１０年11月以１９０２２票，差４８票高票落選第一屆新北市議員（三蘆區）
余天競選立法委員文宣部主任","一 社會福利
 安心生育：從生育津貼、育嬰假、育嬰補助皆應爭取所有全面配套措施有效落實。
 安心托育：０至２歲保母津貼提升，保母系統社區化落實。２至６歲幼托補助提高。
 安心教育：國中小課後照顧應完善體系，提高教育品質。
 安心托老：爭取社區托老中心。

二 醫療資源
 催生三蘆地區性醫院之急重病症病醫療，及增加病床數。加強地區醫院及三蘆周邊
 教學醫院，對三蘆各社區之老幼照顧。

三 法律服務
 提供三重蘆洲市民免費法律諮詢及協助弱勢市民之法律扶助。

四 社區治安
 提升警力配置及資源，整合社區巡守隊及監視系統。

五 交通安全
 檢討現有交通號誌燈是否符合現況需求。
 標示不清之指標或路牌應全面改善。

六 居住權利
 遏止地價飆漲，推動政府設置人人住的起的住宅。",,,,,,,,,,,,,,,,,,,
邱莉莉,08 北區、中西區,民主進步黨,45 歲,女,臺南市,,"國立成功大學政治經濟學碩士
長榮大學經營管理研究所碩士（MBA）","第一屆直轄市台南市議員
台南市1 4 、1 5 、16屆市議員
民主進步黨中央執行委員
富樂夢教育基金會董事
財團法人台南市孔廟文化基金會董事","
          一、 督促文化有司單位，維護保存台南在地文化三寶：市有老屋、市定古蹟與歷史建築，並活化文化資產、增加文化創意成果。
二、 要求農業局增進農業從業人口的行銷技術與管道，讓所有自產自銷的農業工作者皆成為「新農人」，都能受益政府部門的政策協助。
三、 要求市府提高珍貴樹木診治與維護經費，對於達特定樹齡的老樹，任一單位修剪砍移皆需取得農業局出具證明為準。另定期公布樹木移植存活率。
四、 嚴格監督十二年國教入學制度，對於執行公平性，弱勢家庭和特殊身份家庭的就學生，保障其受教權。
五、 因應高齡化社會，市府應跨局處成立「人口老化」因應小組，就獨居老人、社區長照、老人福利、老人權益等事項研議，讓台南成為最友善老人的先進城市。
六、 因應少子化環境，督促市府在公共托嬰與學前教育階段，給予更多的資源協助，研考會針對隔代教養家庭要作教育、社會福利單位的調查，以防學習落差。
七、 要求市府交通局就公車路線進行機動調整，特定路段以機動車輛接載、搭乘高需求路線增加班次，降低公車空車率提升大眾運輸便利性。
八、 要求觀光旅遊局加強舊城區歷史散步路線，強化故事性補強亮點，讓觀光、文化及舊城區發展能貫穿連結。
(源自/臺南市議會議員資訊網)
      ",,,,,,,,,,,,,,,,,,,
邱紹俊,03 通霄鎮、苑裡鎮,無黨籍,74 歲,男,,,沙鹿高工,苗栗縣第15.16屆縣議員,,,,,,,,,,,,,,,,,,,,
